TransactionID,Amount,Currency,Status,TransactionDate,SettlementDate,FromAccountID,ToAccountID,ClearingHouseID,PaymentMethodID
71944,22,EUR,Cancelled,2024-06-08,2024-06-10,1169,3,5,70
71945,4,GBP,Settled,2025-02-06,2025-02-08,624,1377,1,319
71946,183,CAD,Pending,2023-12-04,2023-12-05,303,1256,6,748
71947,49621,USD,Settled,2024-09-03,2024-09-06,955,1712,6,751
71948,39277,EUR,Settled,2024-05-03,2024-05-05,777,831,5,573
71949,87,CAD,Cancelled,2024-10-17,2024-10-18,38,348,2,173
71950,28,GBP,Settled,2024-12-11,2024-12-14,215,2000,7,908
71951,8,EUR,Cleared,2024-12-11,2024-12-12,1382,1936,3,49
71952,36129,EUR,Cleared,2025-02-19,2025-02-20,741,297,4,224
71953,70,CAD,Cleared,2025-06-27,2025-06-30,1496,1995,6,638
71954,61,USD,Failed,2024-05-29,2024-05-30,874,8,2,136
71955,7,GBP,Cleared,2024-04-30,2024-05-02,1164,456,1,154
71956,563,GBP,Cancelled,2024-12-03,2024-12-06,497,1572,6,22
71957,57,USD,Settled,2024-10-09,2024-10-10,1232,1432,6,725
71958,958,EUR,Settled,2024-02-18,2024-02-21,1641,945,7,218
71959,80,CAD,Cleared,2024-09-15,2024-09-17,33,217,3,271
71960,4,GBP,Settled,2025-03-08,2025-03-10,1228,1688,3,698
71961,48,USD,Cleared,2025-01-17,2025-01-20,1312,1010,5,837
71962,52,JPY,Cancelled,2024-12-13,2024-12-16,1722,381,2,692
71963,66,CAD,Settled,2025-03-26,2025-03-28,933,54,6,611
71964,11,CAD,Cleared,2024-07-03,2024-07-05,166,1335,5,847
71965,51,GBP,Settled,2024-03-22,2024-03-23,1216,1716,6,901
71966,122,USD,Pending,2025-02-04,2025-02-05,1061,997,3,292
71967,528,GBP,Settled,2025-02-28,2025-03-01,115,804,7,594
71968,52,EUR,Cleared,2024-02-25,2024-02-26,1926,448,7,62
71969,32,EUR,Settled,2024-06-20,2024-06-21,1726,397,7,461
71970,79,CAD,Settled,2023-10-11,2023-10-13,455,1392,2,884
71971,14972,USD,Settled,2024-06-21,2024-06-24,730,915,2,387
71972,100,JPY,Failed,2025-04-29,2025-04-30,1036,834,6,880
71973,14,EUR,Settled,2024-07-10,2024-07-11,1435,70,2,205
71974,13,GBP,Cleared,2024-08-28,2024-08-31,25,482,5,644
71975,97,CAD,Settled,2024-10-20,2024-10-21,183,864,3,393
71976,64,USD,Cleared,2025-01-07,2025-01-10,292,40,3,209
71977,62,USD,Settled,2025-07-23,2025-07-26,370,450,4,372
71978,30,CAD,Cancelled,2024-11-30,2024-12-02,373,838,2,255
71979,72,JPY,Settled,2025-07-05,2025-07-06,9,972,5,222
71980,200,EUR,Settled,2025-06-27,2025-06-28,115,1770,7,868
71981,12,USD,Settled,2024-08-08,2024-08-09,1320,1612,6,896
71982,70,CAD,Settled,2025-04-29,2025-05-01,314,987,7,878
71983,95,GBP,Failed,2025-01-12,2025-01-14,840,678,3,912
71984,21,USD,Pending,2024-08-05,2024-08-08,1566,1161,6,866
71985,2896,JPY,Cleared,2025-05-24,2025-05-27,971,1796,1,238
71986,333,CAD,Settled,2024-09-14,2024-09-17,1570,307,7,811
71987,3,USD,Settled,2025-02-06,2025-02-08,1764,1716,6,785
71988,349,EUR,Settled,2025-03-30,2025-04-01,1305,420,7,399
71989,100,USD,Settled,2024-06-14,2024-06-17,1390,641,5,413
71990,56,GBP,Cancelled,2025-06-15,2025-06-17,1782,1735,5,85
71991,757,USD,Cleared,2024-05-09,2024-05-11,1679,770,7,684
71992,16,CAD,Cleared,2023-09-21,2023-09-22,1121,1909,5,965
71993,31,USD,Cleared,2025-01-05,2025-01-06,1747,1910,4,431
71994,53,CAD,Pending,2025-06-12,2025-06-14,857,1991,7,72
71995,82,GBP,Settled,2025-01-28,2025-01-29,371,1200,7,696
71996,449,JPY,Settled,2025-02-21,2025-02-24,498,632,5,75
71997,819,USD,Pending,2023-10-09,2023-10-11,1833,880,5,893
71998,377,USD,Cleared,2025-02-02,2025-02-04,1635,425,3,115
71999,524,CAD,Failed,2025-04-13,2025-04-14,599,700,5,819
72000,34,GBP,Settled,2024-11-12,2024-11-13,1049,853,4,156
72001,76,CAD,Settled,2025-02-09,2025-02-10,670,1645,7,881
72002,164,JPY,Cleared,2025-01-13,2025-01-16,1184,54,6,364
72003,32,USD,Cleared,2025-01-06,2025-01-07,1394,687,7,315
72004,231,CAD,Settled,2024-11-25,2024-11-26,399,1485,6,780
72005,961,EUR,Failed,2024-11-05,2024-11-07,1141,1027,2,808
72006,35911,EUR,Settled,2024-10-05,2024-10-07,1873,228,4,870
72007,50,GBP,Settled,2024-11-22,2024-11-24,437,595,2,328
72008,57,CAD,Settled,2025-05-12,2025-05-15,613,1896,7,623
72009,12,USD,Cleared,2025-04-12,2025-04-14,1034,685,6,557
72010,19,USD,Cleared,2025-06-24,2025-06-27,624,649,1,319
72011,79,USD,Cancelled,2024-02-07,2024-02-09,1389,1198,3,356
72012,32682,USD,Settled,2024-09-17,2024-09-20,587,867,6,946
72013,99,JPY,Cancelled,2025-07-23,2025-07-26,53,1257,3,541
72014,7,GBP,Cleared,2024-10-27,2024-10-30,131,193,3,18
72015,14,GBP,Cleared,2024-12-08,2024-12-11,623,1254,2,282
72016,17320,GBP,Settled,2025-05-13,2025-05-16,286,1555,4,777
72017,882,EUR,Settled,2025-02-02,2025-02-04,1979,496,3,436
72018,62,USD,Settled,2025-01-24,2025-01-26,178,1365,5,83
72019,81,USD,Settled,2024-02-01,2024-02-03,1926,1946,7,62
72020,25730,EUR,Cleared,2024-11-11,2024-11-12,1596,1864,5,481
72021,95,JPY,Cleared,2025-07-19,2025-07-22,1833,1667,5,893
72022,51,JPY,Settled,2025-04-15,2025-04-18,438,1302,4,705
72023,64,JPY,Settled,2024-11-18,2024-11-20,1390,641,5,413
72024,862,JPY,Settled,2024-11-17,2024-11-18,1706,356,4,856
72025,677,USD,Settled,2025-05-10,2025-05-12,564,316,7,758
72026,425,EUR,Settled,2024-11-02,2024-11-03,1820,48,1,489
72027,60,GBP,Cleared,2025-01-17,2025-01-19,1049,479,4,156
72028,92,CAD,Cleared,2025-03-02,2025-03-05,624,82,1,319
72029,23,GBP,Settled,2024-12-28,2024-12-29,442,139,4,670
72030,48,GBP,Settled,2025-02-08,2025-02-11,1798,110,4,615
72031,33644,USD,Settled,2025-05-19,2025-05-22,49,203,2,648
72032,16,USD,Settled,2025-02-25,2025-02-28,617,75,6,423
72033,27,JPY,Cleared,2025-01-01,2025-01-04,1642,361,4,474
72034,21,CAD,Cleared,2025-01-24,2025-01-26,1411,1911,4,587
72035,41,GBP,Settled,2025-03-30,2025-04-01,159,337,2,239
72036,6057,USD,Settled,2024-03-21,2024-03-24,181,1903,7,261
72037,943,JPY,Cleared,2024-11-04,2024-11-05,792,1724,4,192
72038,38,CAD,Settled,2024-08-25,2024-08-26,1244,1310,4,996
72039,40841,CAD,Settled,2024-09-07,2024-09-10,564,1882,7,758
72040,76,EUR,Settled,2025-02-22,2025-02-24,1354,221,5,2
72041,437,EUR,Settled,2024-12-16,2024-12-18,469,574,3,658
72042,75,EUR,Cleared,2024-03-04,2024-03-07,283,650,2,538
72043,98,EUR,Settled,2025-03-04,2025-03-05,1389,28,3,356
72044,58,GBP,Settled,2025-05-25,2025-05-28,437,1143,2,328
72045,323,JPY,Cleared,2024-12-09,2024-12-11,673,208,1,463
72046,98,GBP,Cancelled,2024-11-14,2024-11-15,837,1345,4,419
72047,30,JPY,Settled,2024-05-21,2024-05-24,21,1698,3,801
72048,93,EUR,Settled,2024-11-12,2024-11-13,1833,1270,5,893
72049,7,EUR,Settled,2023-12-23,2023-12-24,1719,309,3,407
72050,73,JPY,Cleared,2024-05-17,2024-05-19,1577,1601,3,772
72051,78,JPY,Cleared,2024-02-17,2024-02-19,692,655,1,653
72052,52,CAD,Settled,2025-03-15,2025-03-18,862,1919,4,797
72053,23101,EUR,Settled,2025-06-06,2025-06-07,1306,1823,1,296
72054,13,GBP,Settled,2025-01-14,2025-01-16,51,1493,4,99
72055,77,JPY,Cleared,2025-02-25,2025-02-26,1352,756,1,335
72056,8,EUR,Cancelled,2024-11-09,2024-11-10,320,1762,4,131
72057,561,GBP,Settled,2024-05-08,2024-05-11,1582,565,7,58
72058,33,JPY,Settled,2025-05-08,2025-05-10,637,1289,5,755
72059,88,CAD,Settled,2024-06-18,2024-06-21,230,1744,2,730
72060,34,CAD,Cleared,2024-03-10,2024-03-12,918,1856,1,297
72061,25,JPY,Settled,2024-05-15,2024-05-18,663,485,2,4
72062,453,EUR,Settled,2025-03-16,2025-03-19,1169,1106,5,342
72063,33,JPY,Settled,2024-11-21,2024-11-22,486,273,6,612
72064,10,CAD,Settled,2025-04-15,2025-04-17,877,535,3,386
72065,51,JPY,Settled,2024-12-11,2024-12-13,1199,1427,3,822
72066,701,USD,Settled,2024-08-26,2024-08-28,292,864,3,209
72067,5971,CAD,Cleared,2025-01-02,2025-01-04,847,868,1,230
72068,27,USD,Pending,2025-04-17,2025-04-19,1646,250,4,63
72069,59,GBP,Settled,2025-06-20,2025-06-22,133,1377,1,212
72070,96,CAD,Settled,2024-06-08,2024-06-11,1503,229,2,318
72071,43,EUR,Settled,2023-12-03,2023-12-06,958,904,2,916
72072,94,GBP,Failed,2025-02-05,2025-02-07,1012,3,5,148
72073,6,GBP,Failed,2024-01-16,2024-01-19,191,1965,5,504
72074,21,USD,Settled,2024-09-09,2024-09-12,1466,1587,2,421
72075,663,JPY,Settled,2025-05-03,2025-05-04,301,1206,4,738
72076,87,JPY,Failed,2025-01-21,2025-01-24,1338,311,5,960
72077,76,CAD,Cleared,2024-12-30,2025-01-01,1885,1992,4,365
72078,7,USD,Settled,2024-06-19,2024-06-20,1792,97,3,571
72079,47538,GBP,Cleared,2025-04-20,2025-04-22,486,1526,6,612
72080,328,USD,Settled,2025-01-14,2025-01-15,269,423,1,366
72081,64,JPY,Pending,2024-12-20,2024-12-23,1666,477,1,757
72082,4152,JPY,Cleared,2024-07-31,2024-08-03,1789,1345,4,301
72083,15287,GBP,Settled,2024-07-23,2024-07-24,1184,72,6,364
72084,29,USD,Cleared,2023-12-16,2023-12-17,730,229,2,387
72085,78,JPY,Settled,2024-02-28,2024-03-02,690,834,6,898
72086,447,CAD,Settled,2025-02-07,2025-02-10,1308,1946,7,931
72087,560,CAD,Pending,2025-01-16,2025-01-19,1433,1146,4,776
72088,49,EUR,Cleared,2025-01-06,2025-01-07,1833,435,5,893
72089,475,EUR,Cleared,2024-04-27,2024-04-29,1099,1704,4,457
72090,712,JPY,Settled,2025-02-25,2025-02-26,833,463,1,98
72091,488,CAD,Cleared,2025-03-16,2025-03-19,613,417,7,263
72092,63,CAD,Settled,2025-01-16,2025-01-19,1570,1939,7,811
72093,3,JPY,Settled,2024-11-14,2024-11-17,1742,723,6,48
72094,715,GBP,Settled,2024-11-14,2024-11-15,1121,147,5,965
72095,24,JPY,Cleared,2024-06-22,2024-06-25,958,1791,2,916
72096,54,CAD,Cancelled,2023-12-08,2023-12-10,399,1266,6,780
72097,129,USD,Settled,2024-12-06,2024-12-09,215,1231,7,908
72098,31,USD,Cleared,2025-02-20,2025-02-23,336,701,5,890
72099,853,CAD,Settled,2024-09-20,2024-09-23,955,315,6,751
72100,57,GBP,Settled,2024-12-02,2024-12-04,814,281,3,497
72101,457,GBP,Cleared,2024-04-13,2024-04-14,623,1711,2,282
72102,11883,JPY,Pending,2024-04-12,2024-04-13,410,916,7,704
72103,750,EUR,Settled,2025-03-29,2025-03-31,746,1765,5,162
72104,37,CAD,Cleared,2025-05-31,2025-06-03,778,1713,1,616
72105,155,USD,Pending,2024-10-22,2024-10-24,49,805,2,648
72106,64,JPY,Settled,2024-07-12,2024-07-13,326,461,5,323
72107,46,USD,Failed,2025-05-25,2025-05-26,1034,1024,6,557
72108,16,USD,Settled,2024-05-11,2024-05-14,1453,682,4,935
72109,39,JPY,Settled,2024-08-12,2024-08-15,1955,380,6,55
72110,8,CAD,Settled,2024-12-26,2024-12-29,930,136,1,415
72111,331,USD,Settled,2024-12-24,2024-12-27,231,740,4,237
72112,34,EUR,Settled,2024-11-05,2024-11-07,126,1255,2,942
72113,957,USD,Settled,2024-10-01,2024-10-02,564,1245,7,957
72114,24,JPY,Settled,2024-09-12,2024-09-13,491,490,3,276
72115,445,JPY,Failed,2024-07-21,2024-07-24,127,1497,4,402
72116,91,GBP,Settled,2024-01-22,2024-01-24,857,1721,7,72
72117,435,GBP,Settled,2024-11-02,2024-11-03,934,651,7,826
72118,36,EUR,Settled,2025-02-13,2025-02-14,360,756,1,411
72119,37,EUR,Cleared,2025-02-19,2025-02-20,1885,1762,4,365
72120,233,JPY,Settled,2025-06-12,2025-06-14,293,425,3,186
72121,4,JPY,Cleared,2024-07-25,2024-07-28,432,1509,1,649
72122,25,JPY,Settled,2024-09-27,2024-09-30,1411,369,4,587
72123,219,USD,Cleared,2023-06-27,2023-06-29,126,381,2,942
72124,33696,CAD,Pending,2025-03-18,2025-03-21,1023,1333,4,354
72125,269,CAD,Pending,2025-07-14,2025-07-16,1635,309,3,115
72126,60,CAD,Cleared,2024-06-07,2024-06-09,1481,1242,1,107
72127,851,EUR,Cleared,2024-04-29,2024-04-30,1203,522,5,370
72128,20,EUR,Settled,2025-06-17,2025-06-18,1818,205,4,471
72129,51,CAD,Settled,2025-02-11,2025-02-12,1338,632,5,960
72130,105,EUR,Settled,2025-05-16,2025-05-19,1228,132,3,698
72131,28,CAD,Settled,2024-12-02,2024-12-04,1184,834,6,364
72132,30167,GBP,Settled,2024-09-01,2024-09-02,1546,255,1,703
72133,8,JPY,Settled,2024-11-29,2024-12-02,644,29,5,202
72134,49594,JPY,Settled,2025-01-19,2025-01-20,1141,1011,2,808
72135,63,JPY,Settled,2025-02-01,2025-02-02,781,1639,3,379
72136,96,CAD,Settled,2025-05-30,2025-06-02,800,1547,7,959
72137,86,JPY,Settled,2025-04-30,2025-05-01,1506,1687,1,253
72138,36,EUR,Settled,2024-06-11,2024-06-13,1339,1543,4,353
72139,29,CAD,Cleared,2024-09-06,2024-09-07,1803,649,1,689
72140,946,EUR,Settled,2024-06-14,2024-06-15,1179,447,5,911
72141,48549,JPY,Settled,2025-05-02,2025-05-04,1956,478,3,303
72142,13,USD,Cleared,2025-07-21,2025-07-22,587,1716,6,374
72143,64,USD,Settled,2024-11-09,2024-11-11,1454,1165,7,899
72144,61,GBP,Settled,2024-02-15,2024-02-17,1216,1612,6,901
72145,19,GBP,Cancelled,2024-04-20,2024-04-22,501,1280,2,597
72146,36670,GBP,Cleared,2025-03-30,2025-04-01,1589,1765,5,106
72147,17,USD,Failed,2025-05-10,2025-05-12,156,831,5,713
72148,356,GBP,Settled,2024-01-27,2024-01-28,833,905,1,985
72149,3859,JPY,Settled,2024-07-26,2024-07-29,1958,1810,2,910
72150,93,USD,Settled,2024-12-27,2024-12-28,1470,381,2,983
72151,32778,USD,Settled,2024-12-04,2024-12-05,1962,1896,7,93
72152,26,GBP,Settled,2024-12-21,2024-12-24,1023,1847,4,354
72153,67,JPY,Cleared,2024-10-13,2024-10-16,769,1421,6,344
72154,1,CAD,Settled,2024-03-19,2024-03-20,1179,1702,5,911
72155,60,CAD,Settled,2025-05-28,2025-05-30,1251,790,5,581
72156,45871,GBP,Settled,2024-12-28,2024-12-29,1371,1581,1,133
72157,929,CAD,Settled,2024-10-26,2024-10-27,1985,608,6,334
72158,504,JPY,Settled,2024-06-04,2024-06-05,21,134,3,801
72159,16918,USD,Settled,2025-04-12,2025-04-14,1032,1185,1,535
72160,66,JPY,Pending,2024-10-03,2024-10-04,1469,1005,2,622
72161,547,EUR,Settled,2024-09-26,2024-09-29,1885,345,4,365
72162,934,USD,Settled,2024-11-18,2024-11-20,261,1369,6,552
72163,50,GBP,Settled,2025-05-14,2025-05-16,442,1762,4,670
72164,49603,CAD,Cleared,2024-06-19,2024-06-22,539,124,6,512
72165,850,EUR,Failed,2024-01-16,2024-01-18,1963,349,1,533
72166,484,GBP,Settled,2024-09-13,2024-09-16,1281,97,3,845
72167,203,GBP,Settled,2025-02-15,2025-02-16,1382,842,3,49
72168,69,EUR,Settled,2025-01-28,2025-01-31,1441,79,4,892
72169,27273,CAD,Settled,2024-04-18,2024-04-20,1641,448,7,218
72170,39,USD,Failed,2024-10-12,2024-10-14,613,687,7,263
72171,61,CAD,Settled,2024-08-11,2024-08-14,1585,1270,5,337
72172,27366,USD,Settled,2024-08-06,2024-08-08,1470,505,2,983
72173,33,USD,Cleared,2025-01-26,2025-01-29,1469,335,2,622
72174,44,JPY,Settled,2025-04-14,2025-04-16,826,1928,1,439
72175,5015,JPY,Settled,2024-07-13,2024-07-15,1987,682,4,993
72176,31,EUR,Cleared,2024-10-05,2024-10-06,392,311,5,110
72177,30752,EUR,Pending,2024-08-16,2024-08-17,1244,148,4,996
72178,944,JPY,Settled,2025-02-05,2025-02-06,1174,188,2,440
72179,197,USD,Settled,2025-04-04,2025-04-06,1001,248,3,409
72180,81,USD,Settled,2024-11-09,2024-11-11,1423,1994,6,519
72181,12684,JPY,Failed,2024-07-15,2024-07-16,1001,1297,3,409
72182,94,GBP,Settled,2024-02-16,2024-02-17,1049,1555,4,156
72183,67,GBP,Settled,2024-06-06,2024-06-08,1747,927,4,431
72184,17114,GBP,Settled,2024-02-24,2024-02-25,130,608,6,410
72185,38,EUR,Cleared,2024-09-03,2024-09-04,1251,553,5,581
72186,3788,EUR,Settled,2024-10-18,2024-10-21,1570,1867,7,811
72187,17569,USD,Cleared,2024-05-05,2024-05-07,769,626,6,344
72188,25,USD,Failed,2024-01-13,2024-01-15,1749,384,5,549
72189,93,USD,Settled,2025-01-27,2025-01-28,1646,205,4,63
72190,96,USD,Cleared,2025-02-24,2025-02-26,843,1250,7,710
72191,792,JPY,Settled,2025-01-11,2025-01-13,42,107,2,934
72192,91,GBP,Settled,2024-08-28,2024-08-29,624,1808,1,319
72193,50,EUR,Failed,2024-09-03,2024-09-04,1962,420,7,498
72194,9181,USD,Settled,2025-03-09,2025-03-12,1827,788,1,417
72195,95,EUR,Cleared,2025-06-25,2025-06-26,1585,264,5,337
72196,614,CAD,Settled,2024-09-27,2024-09-28,126,1822,2,942
72197,43,USD,Failed,2024-02-20,2024-02-23,1742,1025,6,48
72198,68,CAD,Settled,2024-04-20,2024-04-21,1413,124,6,20
72199,85,EUR,Settled,2025-02-28,2025-03-03,573,614,3,744
72200,327,CAD,Settled,2024-06-07,2024-06-09,442,1378,4,670
72201,77,EUR,Settled,2025-02-02,2025-02-04,322,1991,7,161
72202,89,GBP,Settled,2024-03-02,2024-03-05,1425,484,3,902
72203,16,CAD,Settled,2025-02-02,2025-02-04,1807,943,7,7
72204,30,EUR,Settled,2024-04-16,2024-04-18,1582,1231,7,58
72205,34,GBP,Cancelled,2024-11-30,2024-12-01,1455,1919,4,408
72206,19,EUR,Settled,2024-09-13,2024-09-14,6,995,3,47
72207,7,JPY,Pending,2023-12-02,2023-12-05,1985,512,6,334
72208,17,GBP,Cleared,2024-09-22,2024-09-23,1941,1842,3,390
72209,77,GBP,Settled,2024-08-27,2024-08-28,234,1378,4,242
72210,30,JPY,Pending,2024-07-15,2024-07-16,837,1613,4,671
72211,15,GBP,Settled,2025-01-22,2025-01-24,1926,687,7,62
72212,24,GBP,Cleared,2024-09-26,2024-09-27,1680,315,6,168
72213,28082,JPY,Cleared,2024-11-29,2024-11-30,383,1998,2,308
72214,728,GBP,Settled,2025-06-25,2025-06-26,1969,1212,7,639
72215,8,CAD,Settled,2024-05-02,2024-05-04,77,939,1,869
72216,713,USD,Cleared,2024-09-13,2024-09-15,792,556,4,192
72217,47653,GBP,Failed,2025-03-17,2025-03-19,739,1039,7,79
72218,76,GBP,Failed,2024-10-16,2024-10-18,749,1279,5,322
72219,56,CAD,Settled,2024-09-04,2024-09-07,1404,1688,3,754
72220,364,GBP,Settled,2024-09-27,2024-09-29,1494,1350,1,113
72221,326,EUR,Settled,2024-11-01,2024-11-04,1635,28,3,115
72222,52,JPY,Pending,2024-09-25,2024-09-27,1722,726,2,692
72223,30110,GBP,Cleared,2025-01-25,2025-01-27,934,1991,7,826
72224,30953,GBP,Settled,2025-05-05,2025-05-06,1203,44,5,170
72225,91,GBP,Cleared,2024-03-30,2024-04-01,207,616,7,207
72226,50,JPY,Settled,2024-06-29,2024-07-01,778,1307,1,616
72227,63,USD,Settled,2025-05-27,2025-05-30,1570,1054,7,811
72228,71,CAD,Settled,2024-07-02,2024-07-04,1803,1185,1,689
72229,4186,CAD,Settled,2025-02-08,2025-02-11,190,1713,1,863
72230,36,JPY,Settled,2024-12-29,2024-12-31,413,902,6,913
72231,997,GBP,Settled,2024-01-14,2024-01-15,857,388,7,72
72232,35,USD,Settled,2024-08-14,2024-08-16,497,483,6,734
72233,27,JPY,Settled,2024-09-15,2024-09-16,1742,1349,6,48
72234,14,EUR,Cleared,2024-04-07,2024-04-08,1726,733,7,461
72235,25,JPY,Settled,2025-04-22,2025-04-23,373,568,2,255
72236,29388,EUR,Cleared,2025-02-18,2025-02-20,971,1893,1,238
72237,42,CAD,Cleared,2024-10-22,2024-10-23,257,1507,2,936
72238,80,JPY,Settled,2025-06-09,2025-06-11,673,18,1,463
72239,695,GBP,Cancelled,2024-10-04,2024-10-07,1726,1237,7,461
72240,663,CAD,Settled,2024-11-21,2024-11-22,544,1039,7,289
72241,9,EUR,Cleared,2024-10-25,2024-10-27,1056,829,2,600
72242,21386,GBP,Settled,2024-03-06,2024-03-08,1792,1826,3,264
72243,54,JPY,Settled,2024-11-30,2024-12-01,1827,929,1,417
72244,26,GBP,Cleared,2024-05-09,2024-05-12,1371,423,1,133
72245,46467,EUR,Cleared,2024-11-13,2024-11-14,840,619,3,912
72246,47,JPY,Settled,2025-04-15,2025-04-16,176,582,2,796
72247,96,USD,Settled,2025-03-10,2025-03-13,157,1269,3,176
72248,9013,EUR,Settled,2024-08-20,2024-08-22,257,1176,2,936
72249,57,CAD,Settled,2025-02-03,2025-02-05,1570,1039,7,811
72250,43,USD,Pending,2024-06-09,2024-06-12,91,1762,4,236
72251,30,USD,Pending,2024-08-05,2024-08-08,1246,556,4,919
72252,81,JPY,Settled,2024-05-30,2024-06-02,1852,1182,2,793
72253,134,USD,Cancelled,2024-11-18,2024-11-19,1121,701,5,965
72254,49,CAD,Failed,2024-11-26,2024-11-28,1806,1977,4,167
72255,86,CAD,Failed,2024-11-04,2024-11-05,1136,152,3,396
72256,57,USD,Cleared,2024-11-30,2024-12-02,1585,1223,5,337
72257,15,CAD,Settled,2025-05-18,2025-05-21,472,1564,2,582
72258,719,USD,Settled,2025-06-02,2025-06-05,1164,73,1,154
72259,71,CAD,Settled,2025-02-27,2025-02-28,266,726,2,511
72260,69,GBP,Settled,2024-12-01,2024-12-02,873,1945,6,66
72261,21,GBP,Cleared,2025-03-23,2025-03-24,968,1233,6,608
72262,14,JPY,Cleared,2024-12-25,2024-12-27,497,1685,6,22
72263,975,GBP,Cleared,2025-04-04,2025-04-05,679,1709,3,602
72264,95,JPY,Settled,2025-04-28,2025-05-01,1916,1397,3,244
72265,202,GBP,Cleared,2025-04-05,2025-04-07,329,1011,2,841
72266,8,EUR,Settled,2025-03-27,2025-03-29,676,1332,6,970
72267,951,GBP,Cleared,2025-05-09,2025-05-10,1094,221,5,39
72268,775,GBP,Cleared,2025-03-29,2025-03-31,539,834,6,512
72269,94,JPY,Pending,2024-07-27,2024-07-30,1963,1350,1,533
72270,45,JPY,Settled,2024-12-18,2024-12-21,1642,450,4,474
72271,229,JPY,Settled,2024-10-20,2024-10-23,77,73,1,869
72272,787,EUR,Cleared,2025-02-18,2025-02-21,1273,197,3,958
72273,42,GBP,Settled,2025-02-11,2025-02-12,432,1007,1,649
72274,900,EUR,Settled,2025-01-03,2025-01-06,116,1759,7,254
72275,919,GBP,Settled,2024-10-06,2024-10-07,1282,1002,7,122
72276,27,USD,Settled,2024-08-19,2024-08-20,166,1650,5,847
72277,919,GBP,Settled,2025-02-26,2025-02-27,42,1143,2,934
72278,314,JPY,Settled,2024-04-21,2024-04-24,644,1740,5,202
72279,59,JPY,Settled,2024-03-02,2024-03-03,379,1658,7,962
72280,474,USD,Cleared,2024-04-05,2024-04-06,340,1800,2,495
72281,49,EUR,Cleared,2025-01-10,2025-01-11,679,758,3,602
72282,50,GBP,Settled,2023-11-05,2023-11-06,1382,30,3,49
72283,16,CAD,Cleared,2024-12-24,2024-12-26,329,1787,2,841
72284,115,CAD,Settled,2024-10-11,2024-10-14,266,1295,2,511
72285,70,CAD,Settled,2025-02-03,2025-02-04,850,755,4,829
72286,38,CAD,Settled,2024-08-17,2024-08-20,42,1791,2,934
72287,58,CAD,Cleared,2024-12-11,2024-12-13,826,1581,1,439
72288,63,EUR,Cancelled,2024-08-26,2024-08-27,1841,1990,3,765
72289,263,EUR,Cancelled,2024-06-19,2024-06-20,1324,1318,3,87
72290,81,USD,Settled,2024-02-12,2024-02-13,314,1583,7,878
72291,75,JPY,Settled,2024-09-17,2024-09-20,370,1345,4,508
72292,54,USD,Cleared,2024-11-29,2024-11-30,191,290,5,504
72293,91,CAD,Cleared,2024-11-17,2024-11-19,1049,1434,4,156
72294,34378,JPY,Settled,2025-02-10,2025-02-13,126,1005,2,942
72295,87,JPY,Settled,2025-02-28,2025-03-03,1021,1655,6,924
72296,602,GBP,Settled,2024-02-28,2024-02-29,613,1946,7,623
72297,68,JPY,Settled,2025-05-13,2025-05-16,51,1410,4,99
72298,19,JPY,Settled,2025-03-19,2025-03-20,1471,1106,5,33
72299,98,GBP,Settled,2024-11-11,2024-11-12,21,1316,3,801
72300,36,JPY,Settled,2024-12-06,2024-12-09,1747,1724,4,431
72301,23,EUR,Settled,2025-01-30,2025-02-01,410,1903,7,704
72302,93,JPY,Settled,2024-08-27,2024-08-28,306,513,5,352
72303,49,GBP,Settled,2025-01-18,2025-01-21,94,1033,3,974
72304,487,CAD,Settled,2025-06-03,2025-06-06,329,1,2,841
72305,22,CAD,Settled,2024-04-14,2024-04-15,1001,535,3,409
72306,896,USD,Settled,2024-03-23,2024-03-26,587,1795,6,374
72307,70,EUR,Settled,2024-11-28,2024-12-01,249,1621,7,813
72308,107,USD,Settled,2024-06-20,2024-06-21,652,368,3,818
72309,42527,USD,Settled,2025-06-27,2025-06-28,847,1535,1,230
72310,35800,JPY,Cleared,2024-12-29,2025-01-01,1561,150,2,991
72311,45,USD,Cleared,2025-02-02,2025-02-04,235,916,7,774
72312,74,EUR,Settled,2025-02-17,2025-02-18,1264,1752,6,94
72313,68,GBP,Pending,2024-08-06,2024-08-09,347,1639,3,683
72314,57,EUR,Settled,2024-03-22,2024-03-25,1263,748,3,831
72315,283,JPY,Cleared,2025-01-20,2025-01-21,1725,860,7,771
72316,18,USD,Cleared,2024-12-16,2024-12-19,1445,780,6,141
72317,445,USD,Settled,2024-11-07,2024-11-09,351,1645,7,27
72318,39,CAD,Settled,2024-08-08,2024-08-09,1962,1490,7,93
72319,40,USD,Settled,2025-03-13,2025-03-14,1159,1541,3,293
72320,65,CAD,Settled,2025-03-16,2025-03-17,1169,1330,5,70
72321,32,EUR,Cleared,2024-12-07,2024-12-08,31,461,5,118
72322,41,USD,Settled,2025-04-10,2025-04-12,724,1361,3,721
72323,36586,CAD,Settled,2024-10-30,2024-10-31,698,649,1,196
72324,91,GBP,Settled,2024-02-18,2024-02-21,1641,1771,7,218
72325,24,GBP,Settled,2024-06-19,2024-06-20,1339,1923,4,928
72326,31,EUR,Settled,2024-06-13,2024-06-16,1486,205,4,266
72327,570,USD,Pending,2025-02-11,2025-02-13,77,1401,1,869
